zipcode,zone,trange,zonetitle,last_spring_frost,first_fall_frost,growing_season
02027,6b,-5 to 0,6b: -5 to 0,May 2,Oct 4,154 days
02030,6b,-5 to 0,6b: -5 to 0,May 1,Oct 6,157 days
02032,6b,-5 to 0,6b: -5 to 0,May 3,Oct 8,157 days
02035,6b,-5 to 0,6b: -5 to 0,May 3,Oct 8,157 days
02038,6b,-5 to 0,6b: -5 to 0,May 4,Oct 4,152 days
02040,7a,0 to 5,7a: 0 to 5,Apr 30,Oct 15,167 days
02041,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02043,7a,0 to 5,7a: 0 to 5,Apr 30,Oct 15,167 days
02044,7a,0 to 5,7a: 0 to 5,Apr 30,Oct 15,167 days
02045,7a,0 to 5,7a: 0 to 5,Apr 30,Oct 15,167 days
02047,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02048,6b,-5 to 0,6b: -5 to 0,May 2,Oct 8,158 days
02050,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02051,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02052,6b,-5 to 0,6b: -5 to 0,May 3,Oct 8,157 days
02053,6b,-5 to 0,6b: -5 to 0,May 4,Oct 4,152 days
02054,6b,-5 to 0,6b: -5 to 0,May 4,Oct 4,152 days
02055,7a,0 to 5,7a: 0 to 5,Apr 30,Oct 15,167 days
02056,6b,-5 to 0,6b: -5 to 0,May 3,Oct 8,157 days
02059,7a,0 to 5,7a: 0 to 5,Apr 30,Oct 15,167 days
02060,7a,0 to 5,7a: 0 to 5,May 2,Oct 4,154 days
02061,7a,0 to 5,7a: 0 to 5,Apr 30,Oct 15,167 days
02062,6b,-5 to 0,6b: -5 to 0,May 2,Oct 4,154 days
02065,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02066,7a,0 to 5,7a: 0 to 5,Apr 30,Oct 15,167 days
02067,6b,-5 to 0,6b: -5 to 0,May 2,Oct 4,154 days
02070,6b,-5 to 0,6b: -5 to 0,May 4,Oct 4,152 days
02071,6b,-5 to 0,6b: -5 to 0,May 3,Oct 8,157 days
02072,6b,-5 to 0,6b: -5 to 0,Apr 22,Oct 19,179 days
02081,6b,-5 to 0,6b: -5 to 0,May 3,Oct 8,157 days
02090,6b,-5 to 0,6b: -5 to 0,May 2,Oct 4,154 days
02093,6b,-5 to 0,6b: -5 to 0,May 4,Oct 4,152 days
02108,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02109,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02110,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02111,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02112,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02113,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02114,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02115,7a,0 to 5,7a: 0 to 5,Apr 24,Oct 16,174 days
02116,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02117,7a,0 to 5,7a: 0 to 5,Apr 24,Oct 16,174 days
02118,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02119,7a,0 to 5,7a: 0 to 5,Apr 24,Oct 16,174 days
02120,7a,0 to 5,7a: 0 to 5,Apr 24,Oct 16,174 days
02121,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02122,7a,0 to 5,7a: 0 to 5,Apr 24,Oct 16,174 days
02123,7a,0 to 5,7a: 0 to 5,Apr 24,Oct 16,174 days
02124,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02125,7a,0 to 5,7a: 0 to 5,Apr 24,Oct 16,174 days
02126,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02127,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02128,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02129,7a,0 to 5,7a: 0 to 5,Apr 24,Oct 16,174 days
02130,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02131,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02132,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02133,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02134,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02135,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02136,6b,-5 to 0,6b: -5 to 0,Apr 22,Oct 19,179 days
02137,6b,-5 to 0,6b: -5 to 0,Apr 22,Oct 19,179 days
02138,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02139,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02140,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02141,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02142,7a,0 to 5,7a: 0 to 5,Apr 24,Oct 16,174 days
02143,7a,0 to 5,7a: 0 to 5,Apr 24,Oct 16,174 days
02144,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02145,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02148,6b,-5 to 0,6b: -5 to 0,Apr 8,Nov 3,208 days
02149,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02150,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02151,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02152,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02155,6b,-5 to 0,6b: -5 to 0,May 1,Oct 11,162 days
02156,6b,-5 to 0,6b: -5 to 0,May 1,Oct 11,162 days
02163,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02169,6b,-5 to 0,6b: -5 to 0,Apr 30,Oct 15,167 days
02170,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02171,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02176,6b,-5 to 0,6b: -5 to 0,May 1,Oct 11,162 days
02180,6b,-5 to 0,6b: -5 to 0,May 1,Oct 11,162 days
02184,6b,-5 to 0,6b: -5 to 0,Apr 30,Oct 15,167 days
02185,6b,-5 to 0,6b: -5 to 0,Apr 30,Oct 15,167 days
02186,6b,-5 to 0,6b: -5 to 0,Apr 22,Oct 19,179 days
02187,6b,-5 to 0,6b: -5 to 0,Apr 22,Oct 19,179 days
02188,6b,-5 to 0,6b: -5 to 0,Apr 30,Oct 15,167 days
02189,7a,0 to 5,7a: 0 to 5,Apr 30,Oct 15,167 days
02190,6b,-5 to 0,6b: -5 to 0,Apr 30,Oct 15,167 days
02191,7a,0 to 5,7a: 0 to 5,Apr 30,Oct 15,167 days
02196,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02201,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02203,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02204,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02205,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02206,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02210,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02211,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02212,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02215,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02217,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02222,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02238,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02241,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02269,7a,0 to 5,7a: 0 to 5,Apr 30,Oct 15,167 days
02283,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02284,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02293,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02297,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02298,7a,0 to 5,7a: 0 to 5,Apr 8,Nov 3,208 days
02301,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02302,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02303,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02304,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02305,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02322,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02324,6b,-5 to 0,6b: -5 to 0,May 6,Oct 3,149 days
02325,6b,-5 to 0,6b: -5 to 0,May 6,Oct 3,149 days
02327,6b,-5 to 0,6b: -5 to 0,May 6,Oct 3,149 days
02330,6b,-5 to 0,6b: -5 to 0,May 4,Oct 10,158 days
02331,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02332,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02333,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02334,6b,-5 to 0,6b: -5 to 0,May 2,Oct 8,158 days
02337,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02338,6b,-5 to 0,6b: -5 to 0,May 6,Oct 3,149 days
02339,6b,-5 to 0,6b: -5 to 0,Apr 30,Oct 15,167 days
02341,6b,-5 to 0,6b: -5 to 0,May 6,Oct 3,149 days
02343,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02344,6b,-5 to 0,6b: -5 to 0,Apr 29,Oct 11,164 days
02345,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02346,6b,-5 to 0,6b: -5 to 0,Apr 29,Oct 11,164 days
02347,6b,-5 to 0,6b: -5 to 0,Apr 29,Oct 14,167 days
02348,6b,-5 to 0,6b: -5 to 0,Apr 29,Oct 11,164 days
02349,6b,-5 to 0,6b: -5 to 0,Apr 29,Oct 11,164 days
02350,6b,-5 to 0,6b: -5 to 0,May 6,Oct 3,149 days
02351,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02355,6b,-5 to 0,6b: -5 to 0,May 4,Oct 10,158 days
02356,6b,-5 to 0,6b: -5 to 0,May 2,Oct 8,158 days
02357,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02358,6b,-5 to 0,6b: -5 to 0,Apr 21,Oct 27,188 days
02359,6b,-5 to 0,6b: -5 to 0,Apr 21,Oct 27,188 days
02360,7a,0 to 5,7a: 0 to 5,May 4,Oct 10,158 days
02361,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02362,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02364,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02366,6b,-5 to 0,6b: -5 to 0,May 4,Oct 10,158 days
02367,6b,-5 to 0,6b: -5 to 0,May 4,Oct 10,158 days
02368,6b,-5 to 0,6b: -5 to 0,Apr 22,Oct 19,179 days
02370,6b,-5 to 0,6b: -5 to 0,Apr 30,Oct 15,167 days
02375,6b,-5 to 0,6b: -5 to 0,May 2,Oct 8,158 days
02379,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02381,7a,0 to 5,7a: 0 to 5,Apr 21,Oct 27,188 days
02382,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 13,167 days
02420,6b,-5 to 0,6b: -5 to 0,May 1,Oct 7,158 days
02421,6b,-5 to 0,6b: -5 to 0,May 3,Oct 4,153 days
02445,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02446,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02447,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02451,6b,-5 to 0,6b: -5 to 0,May 3,Oct 4,153 days
02452,6b,-5 to 0,6b: -5 to 0,May 3,Oct 4,153 days
02453,6b,-5 to 0,6b: -5 to 0,May 3,Oct 4,153 days
02454,6b,-5 to 0,6b: -5 to 0,May 3,Oct 4,153 days
02455,6b,-5 to 0,6b: -5 to 0,Apr 8,Nov 3,208 days
02456,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02457,6b,-5 to 0,6b: -5 to 0,May 1,Oct 6,157 days
02458,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02459,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02460,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02461,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02462,6b,-5 to 0,6b: -5 to 0,May 1,Oct 6,157 days
02464,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02465,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02466,6b,-5 to 0,6b: -5 to 0,May 1,Oct 6,157 days
02467,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02468,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02471,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02472,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02474,6b,-5 to 0,6b: -5 to 0,May 1,Oct 11,162 days
02475,6b,-5 to 0,6b: -5 to 0,May 1,Oct 11,162 days
02476,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02477,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02478,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02479,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02481,6b,-5 to 0,6b: -5 to 0,May 1,Oct 6,157 days
02482,6b,-5 to 0,6b: -5 to 0,May 1,Oct 6,157 days
02492,6b,-5 to 0,6b: -5 to 0,May 1,Oct 6,157 days
02493,6b,-5 to 0,6b: -5 to 0,May 1,Oct 6,157 days
02494,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02495,6b,-5 to 0,6b: -5 to 0,Apr 24,Oct 16,174 days
02532,7a,0 to 5,7a: 0 to 5,Apr 26,Oct 18,174 days
02534,7a,0 to 5,7a: 0 to 5,Apr 26,Oct 18,174 days
02535,7b,5 to 10,7b: 5 to 10,May 16,Oct 3,139 days
02536,7a,0 to 5,7a: 0 to 5,Apr 17,Nov 5,201 days
02537,7a,0 to 5,7a: 0 to 5,May 1,Oct 20,171 days
02538,7a,0 to 5,7a: 0 to 5,Apr 26,Oct 18,174 days
02539,7b,5 to 10,7b: 5 to 10,Apr 22,Oct 28,188 days
02540,7a,0 to 5,7a: 0 to 5,Apr 17,Nov 5,201 days
02541,7a,0 to 5,7a: 0 to 5,Apr 17,Nov 5,201 days
02542,7a,0 to 5,7a: 0 to 5,May 1,Oct 20,171 days
02543,7b,5 to 10,7b: 5 to 10,Apr 17,Nov 5,201 days
02552,7b,5 to 10,7b: 5 to 10,May 16,Oct 3,139 days
02553,7a,0 to 5,7a: 0 to 5,Apr 26,Oct 18,174 days
02554,7b,5 to 10,7b: 5 to 10,Apr 19,Nov 3,197 days
02556,7a,0 to 5,7a: 0 to 5,Apr 17,Nov 5,201 days
02557,7a,0 to 5,7a: 0 to 5,May 16,Oct 3,139 days
02558,7a,0 to 5,7a: 0 to 5,Apr 26,Oct 18,174 days
02559,7a,0 to 5,7a: 0 to 5,Apr 26,Oct 18,174 days
02561,7a,0 to 5,7a: 0 to 5,May 1,Oct 20,171 days
02562,7a,0 to 5,7a: 0 to 5,May 1,Oct 20,171 days
02563,7a,0 to 5,7a: 0 to 5,May 1,Oct 20,171 days
02564,7b,5 to 10,7b: 5 to 10,Apr 19,Nov 3,197 days
02568,7a,0 to 5,7a: 0 to 5,May 16,Oct 3,139 days
02571,7a,0 to 5,7a: 0 to 5,Apr 26,Oct 18,174 days
02574,7a,0 to 5,7a: 0 to 5,Apr 17,Nov 5,201 days
02575,7a,0 to 5,7a: 0 to 5,May 16,Oct 3,139 days
02576,7a,0 to 5,7a: 0 to 5,Apr 26,Oct 18,174 days
02584,7b,5 to 10,7b: 5 to 10,Apr 19,Nov 3,197 days
02601,7a,0 to 5,7a: 0 to 5,Apr 22,Oct 24,184 days
02630,7a,0 to 5,7a: 0 to 5,Apr 22,Oct 24,184 days
02631,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 29,193 days
02632,7a,0 to 5,7a: 0 to 5,Apr 22,Oct 24,184 days
02633,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02634,7a,0 to 5,7a: 0 to 5,Apr 22,Oct 24,184 days
02635,7a,0 to 5,7a: 0 to 5,May 1,Oct 20,171 days
02637,7a,0 to 5,7a: 0 to 5,Apr 27,Oct 22,177 days
02638,7b,5 to 10,7b: 5 to 10,Apr 27,Oct 22,177 days
02639,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 29,193 days
02641,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 29,193 days
02642,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02643,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02644,7a,0 to 5,7a: 0 to 5,May 1,Oct 20,171 days
02645,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 29,193 days
02646,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 29,193 days
02647,7a,0 to 5,7a: 0 to 5,Apr 22,Oct 24,184 days
02648,7a,0 to 5,7a: 0 to 5,May 1,Oct 20,171 days
02649,7a,0 to 5,7a: 0 to 5,May 1,Oct 20,171 days
02650,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02651,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02652,7b,5 to 10,7b: 5 to 10,Apr 27,Oct 22,177 days
02653,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02655,7a,0 to 5,7a: 0 to 5,Apr 22,Oct 24,184 days
02657,7b,5 to 10,7b: 5 to 10,Apr 27,Oct 22,177 days
02659,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02660,7a,0 to 5,7a: 0 to 5,Apr 18,Oct 29,193 days
02661,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02662,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02663,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02664,7a,0 to 5,7a: 0 to 5,Apr 18,Oct 29,193 days
02666,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02667,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02668,7a,0 to 5,7a: 0 to 5,Apr 22,Oct 24,184 days
02669,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 31,195 days
02670,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 29,193 days
02671,7b,5 to 10,7b: 5 to 10,Apr 18,Oct 29,193 days
02672,7a,0 to 5,7a: 0 to 5,Apr 22,Oct 24,184 days
02673,7a,0 to 5,7a: 0 to 5,Apr 27,Oct 22,177 days
02675,7a,0 to 5,7a: 0 to 5,Apr 27,Oct 22,177 days
02702,7a,0 to 5,7a: 0 to 5,May 8,Oct 3,147 days
02703,6b,-5 to 0,6b: -5 to 0,May 2,Oct 8,158 days
02712,6b,-5 to 0,6b: -5 to 0,May 2,Oct 8,158 days
02713,7b,5 to 10,7b: 5 to 10,Apr 16,Nov 1,198 days
02714,7a,0 to 5,7a: 0 to 5,Apr 16,Nov 1,198 days
02715,7a,0 to 5,7a: 0 to 5,Apr 28,Oct 11,165 days
02717,7a,0 to 5,7a: 0 to 5,Apr 29,Oct 14,167 days
02718,6b,-5 to 0,6b: -5 to 0,May 8,Oct 3,147 days
02719,7a,0 to 5,7a: 0 to 5,Apr 16,Nov 1,198 days
02720,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02721,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02722,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02723,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02724,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02725,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02726,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02738,7a,0 to 5,7a: 0 to 5,Apr 26,Oct 18,174 days
02739,7a,0 to 5,7a: 0 to 5,Apr 16,Nov 1,198 days
02740,7a,0 to 5,7a: 0 to 5,May 5,Oct 9,156 days
02741,7a,0 to 5,7a: 0 to 5,May 5,Oct 9,156 days
02742,7a,0 to 5,7a: 0 to 5,May 5,Oct 9,156 days
02743,7a,0 to 5,7a: 0 to 5,May 5,Oct 9,156 days
02744,7a,0 to 5,7a: 0 to 5,Apr 16,Nov 1,198 days
02745,7a,0 to 5,7a: 0 to 5,May 5,Oct 9,156 days
02746,7a,0 to 5,7a: 0 to 5,May 5,Oct 9,156 days
02747,7a,0 to 5,7a: 0 to 5,May 5,Oct 9,156 days
02748,7a,0 to 5,7a: 0 to 5,Apr 16,Nov 1,198 days
02760,6b,-5 to 0,6b: -5 to 0,May 2,Oct 8,158 days
02761,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 12,166 days
02762,6b,-5 to 0,6b: -5 to 0,May 4,Oct 4,152 days
02763,6b,-5 to 0,6b: -5 to 0,May 2,Oct 8,158 days
02764,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 11,165 days
02766,6b,-5 to 0,6b: -5 to 0,May 2,Oct 8,158 days
02767,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 11,165 days
02768,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 11,165 days
02769,7a,0 to 5,7a: 0 to 5,Apr 28,Oct 11,165 days
02770,7a,0 to 5,7a: 0 to 5,Apr 29,Oct 14,167 days
02771,7a,0 to 5,7a: 0 to 5,Apr 17,Oct 24,189 days
02777,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02779,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 11,165 days
02780,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 11,165 days
02790,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02791,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02801,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02804,6b,-5 to 0,6b: -5 to 0,Apr 17,Oct 25,190 days
02806,7a,0 to 5,7a: 0 to 5,Apr 17,Oct 24,189 days
02807,7b,5 to 10,7b: 5 to 10,Apr 17,Oct 25,190 days
02808,7a,0 to 5,7a: 0 to 5,Apr 17,Oct 25,190 days
02809,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02812,6b,-5 to 0,6b: -5 to 0,May 8,Oct 4,148 days
02813,7a,0 to 5,7a: 0 to 5,May 8,Oct 7,151 days
02814,6b,-5 to 0,6b: -5 to 0,May 1,Oct 13,164 days
02815,6b,-5 to 0,6b: -5 to 0,May 1,Oct 13,164 days
02816,6b,-5 to 0,6b: -5 to 0,Apr 27,Oct 14,169 days
02817,6b,-5 to 0,6b: -5 to 0,Apr 27,Oct 14,169 days
02818,7a,0 to 5,7a: 0 to 5,Apr 27,Oct 14,169 days
02822,6b,-5 to 0,6b: -5 to 0,May 8,Oct 4,148 days
02823,6b,-5 to 0,6b: -5 to 0,Apr 27,Oct 14,169 days
02824,6b,-5 to 0,6b: -5 to 0,May 1,Oct 13,164 days
02825,6b,-5 to 0,6b: -5 to 0,May 1,Oct 13,164 days
02826,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 12,166 days
02827,6b,-5 to 0,6b: -5 to 0,May 1,Oct 13,164 days
02828,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 12,166 days
02829,6b,-5 to 0,6b: -5 to 0,May 1,Oct 13,164 days
02830,6b,-5 to 0,6b: -5 to 0,May 1,Oct 13,164 days
02831,6b,-5 to 0,6b: -5 to 0,Apr 27,Oct 14,169 days
02832,6b,-5 to 0,6b: -5 to 0,Apr 17,Oct 25,190 days
02833,6b,-5 to 0,6b: -5 to 0,Apr 17,Oct 25,190 days
02835,7a,0 to 5,7a: 0 to 5,Apr 14,Nov 7,206 days
02836,7a,0 to 5,7a: 0 to 5,May 8,Oct 7,151 days
02837,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 30,196 days
02838,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 12,166 days
02839,6b,-5 to 0,6b: -5 to 0,May 1,Oct 13,164 days
02840,7a,0 to 5,7a: 0 to 5,Apr 14,Nov 7,206 days
02841,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 30,196 days
02842,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 30,196 days
02852,7a,0 to 5,7a: 0 to 5,May 2,Oct 9,159 days
02857,6b,-5 to 0,6b: -5 to 0,May 1,Oct 13,164 days
02858,6b,-5 to 0,6b: -5 to 0,May 1,Oct 13,164 days
02859,6b,-5 to 0,6b: -5 to 0,May 1,Oct 13,164 days
02860,7a,0 to 5,7a: 0 to 5,Apr 28,Oct 12,166 days
02861,7a,0 to 5,7a: 0 to 5,Apr 28,Oct 12,166 days
02862,7a,0 to 5,7a: 0 to 5,Apr 17,Oct 24,189 days
02863,7a,0 to 5,7a: 0 to 5,Apr 28,Oct 12,166 days
02864,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 12,166 days
02865,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 12,166 days
02871,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 30,196 days
02872,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 30,196 days
02873,6b,-5 to 0,6b: -5 to 0,Apr 17,Oct 25,190 days
02874,7a,0 to 5,7a: 0 to 5,May 2,Oct 9,159 days
02875,6b,-5 to 0,6b: -5 to 0,May 8,Oct 7,151 days
02876,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 12,166 days
02878,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02879,7a,0 to 5,7a: 0 to 5,May 8,Oct 7,151 days
02880,7a,0 to 5,7a: 0 to 5,May 8,Oct 7,151 days
02881,6b,-5 to 0,6b: -5 to 0,May 8,Oct 7,151 days
02882,7a,0 to 5,7a: 0 to 5,May 8,Oct 7,151 days
02883,7a,0 to 5,7a: 0 to 5,May 8,Oct 7,151 days
02885,7a,0 to 5,7a: 0 to 5,Apr 16,Oct 29,195 days
02886,7a,0 to 5,7a: 0 to 5,Apr 17,Oct 24,189 days
02887,7a,0 to 5,7a: 0 to 5,Apr 17,Oct 24,189 days
02888,7a,0 to 5,7a: 0 to 5,Apr 17,Oct 24,189 days
02889,7a,0 to 5,7a: 0 to 5,Apr 17,Oct 24,189 days
02891,7a,0 to 5,7a: 0 to 5,Apr 17,Oct 25,190 days
02892,6b,-5 to 0,6b: -5 to 0,May 8,Oct 4,148 days
02893,6b,-5 to 0,6b: -5 to 0,Apr 27,Oct 14,169 days
02894,6b,-5 to 0,6b: -5 to 0,Apr 17,Oct 25,190 days
02895,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 12,166 days
02896,6b,-5 to 0,6b: -5 to 0,Apr 28,Oct 12,166 days
